date	cot	min	max	var	pvar	vol
13/08/2015	98,00	97,00	98,49	0,25	0,26	646.300
12/08/2015	97,75	97,05	100,28	-2,25	-2,25	1.190.800
11/08/2015	100,00	98,35	100,99	-0,66	-0,66	1.052.200
10/08/2015	100,66	100,30	101,89	-0,63	-0,62	512.600
7/08/2015	101,29	100,31	103,39	-2,15	-2,08	728.900
6/08/2015	103,44	100,57	104,98	-1,66	-1,58	1.277.200
5/08/2015	105,10	105,10	108,34	-0,25	-0,24	910.000
4/08/2015	105,35	101,76	105,72	1,18	1,13	1.273.200
3/08/2015	104,17	103,62	108,45	-4,72	-4,33	954.300
31/07/2015	108,89	108,06	113,63	-1,67	-1,51	980.100
30/07/2015	110,56	107,45	110,56	2,76	2,56	607.200
29/07/2015	107,80	107,40	109,98	0,00	0,00	420.200
28/07/2015	107,80	105,33	109,93	2,41	2,29	852.800
27/07/2015	105,39	103,50	106,99	-1,61	-1,50	711.500
24/07/2015	107,00	105,84	108,26	-1,24	-1,15	691.300
23/07/2015	108,24	107,09	110,89	-2,75	-2,48	1.233.100
22/07/2015	110,99	110,01	111,96	-0,56	-0,50	642.800
21/07/2015	111,55	110,93	113,44	-0,85	-0,76	1.037.400
20/07/2015	112,40	111,90	114,70	-1,21	-1,07	384.700
17/07/2015	113,61	113,60	115,90	-1,06	-0,92	281.000
16/07/2015	114,67	113,10	115,95	-0,13	-0,11	421.900
15/07/2015	114,80	113,82	116,33	0,80	0,70	444.500
14/07/2015	114,00	114,00	116,07	-1,70	-1,47	441.600
13/07/2015	115,70	115,03	116,49	0,03	0,03	351.100
10/07/2015	115,67	111,90	116,38	2,87	2,54	569.600
8/07/2015	112,80	112,15	114,64	-1,65	-1,44	882.700
7/07/2015	114,45	114,45	117,80	-2,31	-1,98	1.101.600
6/07/2015	116,76	116,50	118,32	-1,24	-1,05	390.100
3/07/2015	118,00	117,04	118,39	0,25	0,21	286.900
2/07/2015	117,75	115,04	117,78	2,12	1,83	781.200
1/07/2015	115,63	113,33	115,63	2,63	2,33	505.300
30/06/2015	113,00	112,81	115,79	-0,82	-0,72	773.700
29/06/2015	113,82	111,80	114,21	-1,07	-0,93	493.900
26/06/2015	114,89	113,68	116,21	0,74	0,65	622.800
25/06/2015	114,15	110,60	114,15	2,62	2,35	788.700
24/06/2015	111,53	110,32	111,99	0,53	0,48	292.000
23/06/2015	111,00	110,56	112,50	-0,85	-0,76	748.200
22/06/2015	111,85	110,52	111,90	0,85	0,77	337.900
19/06/2015	111,00	110,52	112,32	-1,42	-1,26	843.400
18/06/2015	112,60	110,62	112,72	1,98	1,79	356.000
17/06/2015	110,62	109,60	111,87	0,12	0,11	538.200
16/06/2015	110,50	110,21	112,27	-1,46	-1,30	1.021.400
15/06/2015	111,96	0,00	0,00	1,96	1,78	303.300
12/06/2015	110,00	108,93	110,80	0,20	0,18	557.200
11/06/2015	109,80	108,79	110,79	0,00	0,00	418.900
10/06/2015	109,80	108,61	110,94	1,24	1,14	647.200
9/06/2015	108,56	108,51	109,98	-0,84	-0,77	1.020.600
8/06/2015	109,40	106,80	109,99	2,30	2,15	485.300
5/06/2015	107,10	106,11	108,18	-0,74	-0,69	443.700
3/06/2015	107,84	107,43	109,50	-1,82	-1,66	1.579.200
2/06/2015	109,66	104,90	109,66	4,05	3,83	578.300
1/06/2015	105,61	105,29	108,30	-1,44	-1,35	606.100
29/05/2015	107,05	105,80	108,85	-0,11	-0,10	761.200
28/05/2015	107,16	106,00	107,56	0,26	0,24	790.500
27/05/2015	106,90	106,11	107,90	-0,40	-0,37	658.200
26/05/2015	107,30	106,64	109,84	-2,21	-2,02	481.100
25/05/2015	109,51	108,02	111,44	0,51	0,47	229.800
22/05/2015	109,00	107,15	111,50	-0,68	-0,62	441.300
21/05/2015	109,68	108,75	110,24	-0,32	-0,29	404.700
20/05/2015	110,00	107,50	110,81	0,06	0,05	672.400
